,points
"CRIMMINS, ROBERT",512
"COMPTON, ARTH H",512
"ROCKEFELLER, STEVEN",512
"FRAMINI, ANDREW",512
"ZECKENDORF, WILLIAM SR.",512
"BEIGIN, MENAHEM",512
"RAUBINGER, FREDERICK MELTON",512
B GREENE,512
"CORRELL, CHARLES J",512
"HOUGHTON, ARTHUR AMORY JR.",512
"HITLER, ADORF",512
L RUST HILLS,512
"FINNEY, THOMAS D JR.",512
"LONG, EDWARD V",512
JOHN HENRIK CLARKE,512
"MACBRIEN, W R",512
"NORFOLK, DUKE OF",512
"GRANT, WILLIAM T W",512
R LITTAUER,512
"WEISS, GEORGE W",512
"Mortimer, John H",512
"WILLIAM OF GLOUCESTER, PRINCE",512
"JANSSENS, JEAN BAPTISTE",512
"Hoxie, R Gordon",512
"GBENYE, CHRISTOPHE",512
"SANYAL, H N",512
"SILVER, ABBA H",512
"HILL, CLINTON J.",512
"PICCIONI, ATTILIO",512
"MCALMON, ROBERT",512
"CUTLER, LLOYD N.",512
"MEEKER, LEONARD C.",512
"RASKIN, MARCUS G.",512
"ANFINSEN, CHRISTIAN BOEHMER",512
"BING, RUDOLPH",512
"HICKS, JOHN R",512
"SPOTTSWOOD, STEPHEN G.",512
"FURCOLO, JOHN FOSTER",512
E T JAMES,512
"ARTHUR, CHESTER ALAN",512
"Jamison, Judith",512
"SHERWIN, PAUL J",512
"de Beauvoir, Simone",512
"FLEMING, IAN LANCASTER",512
"CARPENTER, JOE VICTOR",512
"PRCHLIK, VACLAV",512
"KROCK, EDWARD",512
"MYDANS, CARL AND SHELLEY",512
"KORN, RICHARD",512
"MURUMBI, JOSEPH A Z.",512
"SENDWE, JASON",512
"MUNTASSER, MAHMUD",512
"CLERIDES, GLAFKOS",512
"KLUSMANN, CHARLES F.",512
"FREI MONTALVO, EDUARDO",512
"FLYNN, ELIZ G",512
D L LEE,512
"Auchincloss, Louis",512
"GANEV, DIMITER",512
"SPONGA, EDWARD J",512
"PLANTE, PATRICIA",512
"WICKSTRUM, BARTON K.",512
"RYSKIND, ALLAN H",512
"SPROUSE, PHILIP D.",512
"MARTIN, THOMAS M.",512
"DUPONT, IRENEE",512
"GOULD, SYMON",512
"PLICQUE, JEAN",512
"FARRINGTON, JNO",512
"LANDIS, JAMES M",512
"HUXLEY, THOMAS HENRY",512
"SCOPETTA, NICHOLAS",512
"STEICHEN, EDWARD J.",512
"GREENEWALT, CRAWFORD H.",512
"MATTHEW, THOMAS W",512
"KOZLOV, FROL ROMANOVICH",512
"ANGHELIS, ODYSSEUS",512
"JOHN, AUGUSTUS",512
"FRISBY, ROGER",512
"MORANDAT, YVON",512
"BENNETT, JAMES V.",512
"Robinson, Edward G",512
J KERR,512
"HOFSTADTER, ROBERT",512
"LINLEY OF NYMANS, VISCOUNT",512
"PETAIN, HENRI PHILIPPE",512
"Dunlop, John T",512
"BABEL, I",512
E FERBER,512
"BOECKENHAUPT, HERBERT WILLIAM",512
"MCKAY, DAVID O",512
"CARTY, JOHN J",512
"Gleason, Jackie",512
"MCKETTA, J FRANK",512
"KEMENY, JOHN G JR",512
"GRAHAM, ELIZ N",512
"AGNON, SHMUEL YOSEF",512
"Blake, George",512
"THURBER, JAS",512
"SEARS, HARRY L.",512
"JELLICOE, LORD",512
"Phillips, Mark",512
"SHARPLES, RICHARD",512
"Benton, William",512
"WHITMAN, FREDERIC B.",511
"BROWN, HARRISON SCOTT",511
"TOMEH, GEORGE J",511
"TARSIS, VALERY",511
"Berlin, Isaiah",511
"VISSER 'T HOOFT, WILLEM ADOLF",511
"LOMBARDO, JOSEF VINCENT",511
"DONNELLY, HARRY J.",511
"MIRANDA, HUGO",511
"Nelson, Paul",511
"TIEDEMAN, DAVID V",511
"COHEN, MANUEL FREDERICK",511
"Fairlie, Henry",511
F V O'CONNOR,511
"NOLDE, WILLIAM B",511
"MOSSBAUER, RUDOLF L.",511
"HORNIG, DONALD F",511
"ZARET, ELI",511
CHIANG CHINA,511
"ARAMBURU, PEDRO EUGENIO",511
"COOPER, R CONRAD",511
"WHITTAKER, CHARLES EVANS",511
"DEMPSEY, JOHN N .",511
"LOW, JAMES F",511
"Nelson, Gaylord A",511
"GOINGS, RUSSELL L JR.",511
"SALAN, RAOUL",511
"AMORY, DERICK HEATHCOOT",511
"ALBERTSON, WM.",511
"CAVELLINI, DONALD",511
"QUILL, MICHL J",511
"MANGUM, ROBERT J.",511
"NIMITZ, CHESTER W",511
"POINDEXTER, DAVID R JR.",511
"PAYNTER, ROGER",511
"ODINGA, OGINGA",511
"FRINGS, JOSEPH",511
"KENNEDY, EDW",511
"Daniel, Jean",511
NIGEL NICOLSON,511
"SIMON, BOHUMIL",511
"LAMBRUSCHINI, FERDINANDO",511
"KURCHENKO, NADEZHDA",511
WILLIAM MATTHEWS,511
"DREYFUS, JACK J.",511
"ANKRAH, JOSEPH ARTHUR",511
R THEOBALD,511
"VARONA, MANUEL ANTONIO DE",511
"GRIMAU GARCIA, JULIAN",511
"PIETRA, ITALO",511
"ABRAMS, CHARLES",511
"OLSON, LOREN K.",511
"ORLICH, ROSE MARIE",511
G KENT,511
"GIZENGA, ANTOINE",511
"Harris, Arthur",511
"Braun, Eva",511
"PARSONS, RUSSELL E.",511
"STEVENS, IVY BAKER PRIEST",511
"YOUNG, JOHN DENDY",511
"ROSEN, CARL-GUSTAV VON",511
"SMITH, GEORGE IVAN",511
"SEIBERLING, JOHN F JR.",511
"HIBBERT, C",511
"NIKODIM,",511
"HAFEZ, AMIN EL",511
"CALLENDER, EUGENE S",511
"PAULING, LINUS C",511
"DAOUD, MOHAMMED",511
"TRUJILLO MOLINA, RAFAEL LEONIDAS",511
"DUKE, ANGIER BIDDLE",511
"DONOVAN, BERNARD E.",511
"O'HARA, BARRATT",511
"MITCHELL, JOSEPH MCDOWELL",511
"SAIFUDDIN, OMAR ALI",511
"DUBOS, RENE",511
"PHILLIPS, CHRISTOPHER H",511
"PARENTE, ROGER A.",511
PAVEL JOSEF,511
"O'HAGAN, JOHN T",511
"GALLUCCI, THEODORE JR.",511
"COMPTON, ARTHUR HOLLY",511
"Lanusse, Alejandro",511
"EDELSTEIN, JULIUS CAIUS CAESAR",511
"COLLINS, E K.",511
N BABEL,511
"OHLIN, LLOYD E",511
"DZUR, MARTIN",511
"LIAHUCA, JOSE",511
"MITCHELL, GEORGE W.",511
"TORANZO MONTERO, FEDERICO",511
"CORNEJO SARAVIA, JOSE OCTAVIO",511
"MOOREHEAD, A",511
"WILHELMINA, DOWAGER PRINCESS OF THE NETHERLANDS",511
"KACHIAN, MARDIG",511
"NEEDHAM, JAMES J",511
"FLANIGAN, PETER M.",511
"Rogers, Paul G",511
"Schillebeeckx, Edward",511
"Mondale, Walter",511
"SPENCE, WISHART F.",511
"HECHT, WILLIAM C JR.",511
"BRENNAN, WILLIAM S.",511
"FASSNACHT, ROBERT E",511
"LINDBERGH, CHARLES AUGUSTUS",511
"VAN COLLN, FRANK",511
"Howard, Jack Rohe",511
"SHUBERT, JNO",511
"BARWICH, HEINZ",511
"BELCHER, TAYLOR G.",511
"CARLE, ROBT W",511
"YORK, ALVIN C.",511
"FLYNN, ELIZABETH GURLEY",511
"COZZENS, J G",511
"WEBB, DEL E.",511
"PREZIOSI, FRANCOIS",511
"TREPCZYNSKI, STANISLAW",511
"BRODY, SELWYN",511
"ROSSIDES, EUGENE TELEMACHUS",511
"LARSON, ARTHUR",511
"JENSEN, BEN F.",511
"MEYER, ALBERT GREGORY",511
"Kennan, George F",511
"BETANZOS, AMELIA V",511
"STEIN, WILLIAM HOWARD",511
"Wills, Garry",511
"ALFANO, JAMES A JR",511
"MINARD, LARRY D",511
"COTTER, WILLIAM R",511
PHAM XUAN CHIEU,511
"REDMAYNE, MARTIN",511
"BRENTON, W HAROLD",511
"GILMARTIN, DANIEL",511
"BENDER, CHESTER R",511
"DOUGLASS, ROBERT R.",511
"TAPE, GERALD F.",511
"HUXLEY, ALDOUS L",511
"SEMMES, BENEDICT J JR",511
"LAUSCHE, FRANK J",511
"ROSLING, GEORGE",511
L J CARLINO,511
J W JAMES,511
"STRAUS, DAVID",511
"SWEET, DEBRA JEAN",511
"CASWELL, HOLLIS L.",511
"Boyer, Ernest L",511
"BROWN, ROBERT J.",511
"TALLMAN, RICHARD",511
N UPHOFF,511
"Weiss, George",511
"Barrett, David",511
"PETER, PRINCE OF GREECE",511
A LAURENTS,511
"LANDY, EUGENE W.",511
"SEVASTYANOV, GENNADI G.",511
"GUALTIERI, JOHN P.",511
"WATSON, ARTHUR K",511
"MACSHANE, F",511
"RAWLINS, EARL A",511
"REID, OGDEN MILLS",511
"UNGER, NICHOLAS",511
"MEYER, ARMIN H.",511
"DRABKIN, MURRAY",511
"THAYER, WALTER N.",511
"FRITCHEY, CLAYTON",511
"O'KONSKI, ALVIN E.",511
"STRZELECKI, RYSZARD",511
"STANGL, FRANZ",511
"NELSON, MARJORIE",511
"Wilson, Winston P",511
"CROOKER, JOHN H JR",511
DUONG VAN DUC,511
"PHAN KHAC SUU, CHIEF OF STATE",511
"SPINELLI, PIER P.",511
"VAN ZANDT, JAMES E.",511
"HEDLUND, GUNNAR",511
"NIZER, LOUIS",511
"DAYE, HUBERT",511
"LINDLEY LOPEZ, NICOLAS",511
M E SPRAGUE,511
"EDWARDS, LEVERETT",511
ALEXANDER OF TUNIS HAROLD R L G.,511
"SISCO, JOSEPH J",511
"CHESEBROUGH, HARRY E.",511
HO GIAC,511
"BAZZAZ, ABDEL RAHMAN AL-",511
"MacNeil, Neil",511
"Kennedy, Patrick Bouvier",511
"GWYNNE-JONES, ALUN",511
"TRUMAN, DAVID B",511
"LOGUE, EDWARD J.",511
"KUZNETSOV, VASILY V",511
"WEINBERG, SIDNEY J.",511
"WEBB, JAMES E",511
"Chamberlain, Neville",511
"HOLLEY, ROBERT W",511
"WILLIAMS, WM C",511
"FRINGS, KLAUS",511
"WURF, JERRY",511
"Komer, Robert W",511
"AMSTERDAM, ANTHONY G",511
J BOLOGNA,511
"ARTIME, MANUEL",511
"GERO, ERNOE",511
"LYON, WALDO K.",511
"MADARIAGA, SALVADOR DE",511
"WALSH, JAMES EDWARD",511
"BENCH, NACHMAN",511
"OLIVE, MILTON L",511
"CIRARDA, JOSE MARIA",511
"SICILIANO, ROCCO C",511
"PAISLEY, IAN",511
"SCHLESINGER, A M JR",511
"MCCLURE, CLAUDE D.",511
"STRANGE, HUBERT DAMON",511
"JOHNSON, JOSEPH E.",511
R W LARSEN,511
"BASOV, NIKOLAI G.",511
C STROUSE,511
DADDARIO EMILIO Q.,511
"Goodpaster, Andrew J",511
"PINILLA, JOSE M",511
"NU, PREMIER",511
"DAHLAB, SAAD",511
"MACARTHUR, DOUGLAS 2D",511
"MACARTHUR, ARTHUR",511
"FULBRIGHT, JAMES WM",511
"STEPHENS, WM J.",511
"Salk, Jonas E",511
"CALLAGHAN, JAMES T.",511
"LUCAS, JIM G.",511
D H MEADOWS,511
"LOVE, GEORGE H.",511
"SANCHEZ, JUAN CARLOS",511
"VELASQUEZ, JORGE T",511
"ARIAS, ROBERTO",511
"SPROUL, ALLAN",511
"PARTIN, EDWARD GRADY",511
"Wallace, Henry A",511
"GANGEMI, THOMAS JR.",511
"WEST, JOHN C",511
"COHEN, REX",511
"ROWLEY, JAMES J.",511
"MAILLIARD, WILLIAM S.",511
"GRAY, FRED DAVID",511
"PLACE, JOHN B M.",511
"Houk, Ralph",511
G D WEISS,511
"PECHMAN, JOSEPH A.",511
"GOTTWALD, KLEMENT",511
"SAMIS, SIDNEY M.",511
"MCGINTY, JOHN J",511
"BARTUSKA, JAN",511
"NOYES, ROBERT H JR.",511
"AMERSON, LUCIUS D",511
"RORIMER, JAS J",511
"GARRIGUES Y DIAZ-CANABATE, ANTONIO",511
"GLASS, H BENTLEY",511
"CHATEAUBRIAND, F-R DE",511
"MOONEY, MICHAEL E.",511
"GORMAN, PAUL A.",511
"Weidenbaum, Murray L",511
"Gayler, Noel",511
LI HSIEN‐NIEN,511
"MARTINEZ‐BORDIU FRANCO, MARIA DEL CARMEN",511
"STAMMBERGER, WOLFGANG",511
"KUMBILIEV, GEORGI",511
"JEAN, PRINCE OF LUXEMBOURG",511
"Modugno, Joseph",511
"REILLY, PATRICK",511
P H JOHNSON,511
JOHN WILLETT,511
"ALMIRANTE, GIORGIO",511
"GOLDENSON, LEONARD H.",511
"TUCHMAN, BARBARA",511
"LOGA-SOWINSKI, IGNACY",511
"MATTHEWS, CONNIE",511
"SENANAYAKE, DUDLEY",511
"GIFFORD, WALTER S",511
"FOYT, ANTHONY JOHN",511
"AITKEN, WM M",511
"GOTBAUM, VICTOR H.",511
"CURRAN, HENRY M.",511
"AMOUZEGAR, JAMSHID",511
"Gallagher, Helen",511
"GIUFFREDA, LEON E.",511
"SCHACTER, LEON",511
"GOLDFINGER, NATHANIEL",511
"EISENHOWER, M S",511
"RODGERS, PHILIP R.",511
"MARTIN, GRAHAM A.",511
"WHITE, ROBERT M.",511
"BRYANT, FERRIS",511
"CHANEY, BEN JR.",511
"MIKHAILOV, SERGEI SERGEYEVITCH",511
"SIMKIN, WM E.",511
"HOISINGTON, ELIZABETH P",511
"CORNFELD, BERNARD K.",511
"BRANSON, HERMAN R",511
"ISAACS, STANLEY MYER",511
"PORTER, CHARLES O.",511
"LASKY, LOUIS",511
"SHELEPIN, ALEKSANDR NLKOLOYEVICH",511
"HOWARD, ROY W",511
"RINE, PHYLLIS",511
"FREDERIK, CROWN PRINCE OF DENMARK",511
"WASSERMAN, LEW R.",511
"FRIEDLAND, DAVID B",511
"BORTEN, PER",511
"Weston, M Moran",511
"MEROLA, MARIO",511
"Hobson, Valerie",511
"ALLEN, JAMES EDWARD JR.",511
"BROCKETT, WILLIAM A.",511
"DONEGAN, HORACE WILLIAM BADEN",511
"METZENBAUM, HOWARD M.",511
"ENGLISH, JOSEPH T",511
"BRADNICK, PEGGY ANN",511
"IGNATIEFF, GEORGE",511
"ROWE, JAMES H JR.",511
"KOSTERIN, ALEKSEI Y",511
"WILKINS, MAURICE H F",511
"RENAGHAN, THOMAS C",511
"SMITH, EVERETT W",511
"ZWICKER, KENNETH F.",511
"LEONE, GIOVANNI",511
"BUTENKO, JOHN W.",511
"MARLBOROUGH, DUKE OF",511
J DARION,511
"SIMPSON, COLIN",511
"McGivern, Owen",511
"JONES, JAMES ROBERT",511
"TOMONAGA, SHINICHIRO",511
"VARENTSOV, SERGEI S.",511
"CARTER, ELMER A.",511
"VERSAGE, HUMBERT R",511
"SENGHOR, LEOPOLD S.",511
"TAWES, J MILLARD",511
"MURTAGH, JOHN M.",511
"KRAFT, CHRISTOPHER C JR",511
"SHORTMAN, THOMAS",511
"COSTANZO, G A",511
"MARRON, JAMES P",511
"BROWN, HOWARD J",511
"Roberts, Lillian",511
"FUENTES, LUIS A.",511
J KANDER,511
"SCIACCA, PAUL",511
"OSTROFF, HAROLD",511
"GORDON, JOHN F.",511
"SALAZAR SANTOS, SANTIAGO",511
"HEUSINGER, ADOLF ERNST",511
"COLLINGWOOD, CHARLES",511
"CALVERT, PEARCE REGINALD HARTLEY",511
"HILLEMAN, MAURICE R.",511
"KAMINSKA, IDA",511
"COOPER, ARTHUR BRYAN",511
"WELCH, ROBERT H W JR.",511
"LEE, FRED",511
"VOROSHILOV, KLIMENT YEFREMOVICH",511
"MCINTOSH, ROBERT H.",511
"GARRY, CHARLES R.",511
"HOAK, BERTRAND",511
"RANKOVIC, ALEKSANDAR",511
"HERRERA BAEZ, GILBERTO",511
"GUY, WILLIAM L.",511
"WEEKS, CHRISTOPHER",511
"YOUNG, JAMES H.",511
"HALLECK, CHARLES WHITE",511
"MONOD, JACQUES",511
"TRUMAN, JOHN R",511
"GURLER, FARUK",511
"LABOUISSE, HENRY RICHARDSON",511
"ROTHENBERG, MURRAY M.",511
"FOULOIS, BENJAMIN DELAHAUF",511
"WHALEN, W H",511
"PEERS, WILLIAM R",511
"Derzon, Robert A",511
"ZIRPOLI, ALFONSO J",511
"LOTZ, JOHN H.",511
"PODKLADKIN, ALEKSEI",511
"CALVENTI, ARTURO",511
"WITTEBOLS, JOSEPH-PIERRE ALBERT",511
"PALAR, LAMBERTUS N.",511
SIR ARTHUR CONAN DOYLE,511
"Miller, Alan D",511
"LLERAS CAMARGO, ALBERTO",511
"FEATHERSTONE, RALPH E",511
"HARTLEY, JAMES E JR.",511
"SIMS, JOSEPH HOWARD",511
"SIKKIM, MAHARAJA OF",511
"MCNAUGHTON, ANDREW G L",511
"MURRAY, WALTER ISAIAH",511
"QUINN, WM FRANCIS",511
"LOZA, JUAN BAUTISTA",511
"COLE, EDWARD N.",511
"PINDLING, LYNDON O",511
"HARMAN, CLEMENT JAMES",511
"SCHEYVEN, LOUIS",511
"Trumbull, Robert",511
"PELLEGRINO, EDMUND D",511
"WYMAN, GEORGE K",511
LE HUAN,511
"MEARES, MARJORIE P.",511
"BERCKEMEYER, FERNANDO",511
"DOOLEY, EDWIN B.",511
"BLIXEN-FINECKE, BARONESS",511
"BARZANI, MULLAH MUSTAFA AL",511
"WHITMAN, CHARLES J.",511
"Schapiro, Boris",511
"DAVIDSON, BEN",511
"KORRY, EDWARD M",511
"BELOFF, M",511
"MRKVA, FRANK JOHN",511
"DOWNEY, JOHN THOMAS",511
"VILLA, JOSE",511
"Miller, William M",511
"JONES, ROBERT TYRE",511
"KUDASHKIN, FEDOR",511
"ROCKEFELLER, JOHN DAVISON 3D",511
"ANNE MOWBRAY, DUCHESS OF YORK",511
"HACKETT, JOHN T.",511
"NORDOS, WILBUR R.",511
"FORSYTHE, EDWIN B",511
"ANDREW, PRINCE OF GREAT BRITAIN",511
"BISSELL, RICHARD M JR.",511
"HOFFMAN, JOSEPH A.",511
"TUCKER, WILLIAM H.",511
"BLACKETT, P M S",511
"ETHERINGTON, EDWIN D.",511
"POPOVIC, KOCA",511
"Cherkasky, Martin",511
"BROWN, CAMERON",511
"SCHARY, DORE",511
"CHAPLIN, CHARLES SPENCER",511
"LARMINAT, RENE MARIE EDGARD DE",511
"RUBIN, JERRY CLYDE",511
"PRINZ, JOACHIM",511
"KLUTZNICK, PHILIP MORRIS",511
"PILLSBURY, JOHN",511
"FAISAL IBN ABDUL-AZIS AL SAUD, EMIR, CROWN PRINCE OF SAUDI ARABIA",511
"CLARK, EDWARD TRACY",511
"Raymond, Gene",511
"Curtis, Carl T",511
"WALSH, JOHN F.",511
IERONYMOS,511
"HOLT, HAROLD E",511
"ERTLE, THEODORE W",511
TRAN NGOC CHAU,511
"Ramos, Manuel",511
"BIRENDRA BIR BIKRAM SHAH DEVA, CROWN PRINCE OF NEPAL",511
"GRAHAM, FRANK JR",511
"SUGARMAN, MEYER L.",511
"STEPHENS, CLAUDE O.",511
"Sanger, Margaret",511
"FAISAL LBN ABDUL-AZIZ AL SAUD, KING OF SAUDI ARABIA",511
"LOMBARDOZZI, CARMINE",511
"NOSSER, JOHN",511
"CHAPMAN, LEONARD FIELDING JR.",511
"HAMADI, MOHAMMED SHAMTE",511
"Conley, Robert",511
"OKELLO, JOHN",511
"STEVENS, HAROLD A",511
"SCHORR, ALVIN L",511
"JOHNSON, LYNDA BYRD",511
"BLISS, JAMES J.",511
"SEN, SAMAR",511
"Kafka, Franz",511
"Pastore, John O",511
"HOME, ALEC DOUGLAS‐",511
TRAN VAN MINH,511
"JOHNSON, ROBERT B.",511
"ABELL, TYLER",511
"Ali, Syed Amjad",511
"HANSEN, ORVAL",511
"Schneider, Irving",511
"PEROT, H ROSS",511
"Levine, Jack",511
"WILLINGHAM, THOMAS K",511
WANG KUO-CHUAN,511
"HART, PHILIP A.",511
"DANIELS, JONATHAN MYRICK",511
"LATIMER, GEORGE W.",511
"WILLIAMS, JOHN DAVIS",511
"DAYAN, ASSAF",511
"GROSS, RALPH C.",511
WANG HAI-JUNG,511
"O'CONNOR, WILLIAM J",511
"ABEL, RUDOLF IVANOVICH",511
"ROCKEFELLER, LAURANCE S.",511
"GUTTE, BERND",511
"CARTER, ALPRENTICE",511
"LEGER, PAUL-EMILE",511
"CALLENDER, EUGENE ST CLAIR",511
"WHELAN, THOMAS JOSEPH",511
"CHANCELLOR, JOHN W.",511
"KNIGHT, CLAXTON",511
"GIMMA, JOSEPH A",511
"SHCHERBITSKY, VLADIMIR V.",511
"NAPIER, SAMUEL LEE",511
"SCHIRACH, BALDUR VAN",511
"LASKER, LOULA D",511
EURIPEDES,511
"FRANKS, M R",511
"OTEPKA, OTTO F.",511
"Franklin, Benjamin",511
"Warwick, William E",511
"Duvalier, Jean-Claude",511
"YELISEYEV, ALEKSEI S.",511
"SCHLIEFFEN, ALFRED VON",511
DANTE ALIGHIERI,511
"SACHS, NELLY",511
"HILTZ, JOHN P",511
"CONDELLO, VICTOR F.",511
MOSHOESHOE II,511
"MORRISON, W A.",511
"GUTKNECHT, DAVID EARL",511
"MARTIN, AUBRAN WAYNE",511
"GIOFFRE, ANTHONY B",511
M DUBERMAN,511
"MARTIN, PAUL",511
"PATTERSON, CHAS L",511
"MARIA PIA, PRINCESS OF SAXE-COBURG BRAGANCA",511
"BRENNAN, WILLIAM JOSEPH JR",511
E N SAVETH,511
"CAMPBELL, LESLIE R.",511
"COHEN, MANUEL F",511
"EIGEN, MANFRED",511
"SABRA, ABDEL SALAM",511
Confucius,511
"ARDEN, ELIZABETH",511
"KRESGE, SEBASTIAN ???",511
"BUYSIR, SALEH MASSOUD",511
"RUAINI, MOHAMMED AL-",511
"NABRIT, JAMES MADISON JR",511
"BOECKENHAUPT, H W",511
PARK CHUNG HEE,511
"BURKERT, GEORGE",511
"BUNKER, ARTHUR HUGH",511
"CARNEY, JAMES M.",511
"LYSENKO, TROFIM DENISOVICH",511
"CORNWELL, E E JR",511
NGUYEN VAN VY,511
"NUGENT, GERARD 3D",511
"HOLTON, RICHARD H.",511
"Houphouet-Boigny, Felix",511
MELLON FAMILY,511
"HONKKER, ERICH",511
"CONINE, CLAUDIA",511
"STOESSEL, WALTER J JR",511
"Vespucci, Amerigo",511
"BURKLEY, GEORGE G.",511
"PELSHE, ARVID Y.",511
"ELON, AMOS",511
W ALLEN,511
"BUTLER, RICHARD AUSTIN",511
"BAIBAKOV, NIKOLAI K.",511
"Gibson, Robert",511
"GRANIT, RAGNAR",511
"MANNING, WILLIAM R.",511
"MASSOUEMI, ANSELME",511
"JADWIN, STANLEY P",511
"DILORENZO, ROSS J",511
"BURKE, ARLEIGH ALBERT",511
"GAYNOR, JAMES W.",511
"ZAKHAROV, MATVEI V.",511
"Bouteflika, Abdelaziz",511
"Roche, Kevin",511
"KOZOL, J",511
"NUNEZ, EMILIO",511
"DOTSENKO, BORIS",511
"Franzese, John",511
"Manton, Thomas J",511
"LUNS, JOSEPH M A H",511
"STILWELL, RICHARD G.",511
"KORNBLUM, DANIEL",511
"DILLARD, OLIVER W",511
"DOUGLAS, LAURA VIRGINIA O'HANLON",511
"BLOUSTEIN, EDWARD J",511
"GARRISON, LLOYD K.",511
"WOOD, WALTER A.",511
"CALLENDER, HERBERT",511
"RATNER, RICHARD",511
"Monsivais, Carlos",511
"CANALE, PHIL M",511
"Yoshida, Shigeru",511
"YARBOROUGH, DON",511
"MULTER, ABRAHAM J.",511
"Burrows, Abe",511
"JADID, SALAH",511
"CARTER, PAUL D.",511
"BONTE, LOUIS",511
"THOMPSON, FLETCHER",511
"MOSTEFAI, CHAWKI",511
"COLLIER, JOETHA",511
"SHEPSHELOVICH, MIKHAIL",511
"JONAS, FRANZ",511
Sun Yat-sen,511
"CHAVAN, YESHWANTRAO BALWANTRAO",511
"Pahlevi, Farah",511
CHOW SHU‐KAI,511
"ATTASSI, FARHAN",511
"Davis, Ossie",511
"WHITE, WILLIAM S.",511
"AUBREY, JAMES T JR.",511
"JOHNSON, FRANK M JR.",511
"COOK, DONALD C.",511
"DROGE, EDWARD F JR",511
"BUMPERS, DALE L",511
QUEEN ELIZABETH II,511
"DEARDEN, JOHN F.",511
"LEY, HERBERT L JR",511
"STEWART, RICHARD E",511
"BARTELS, JOHN R JR.",511
"SALERNO, RALPH J.",511
"SANDLER, HERBERT",511
"Silver, Simon",511
"CROSWELL, EDGAR D.",511
"REUTER, RICHARD W.",511
"FUCHIDA, MITSUO",511
"HELPERN, MILTON",511
"KRUPP, ALFRIED",511
"SCAMMON, RICHARD M.",511
"KISTIAKOWSKY, GEORGE B",511
"HARRIS, ULYSSES L.",511
"BOMBOKO, JUSTIN",511
"Bosco, Philip",511
"CLARK, CHARLES",511
"NISHIMURA, NAOMI",511
"TAMARIZ, FRANCISCO",511
F AND M KANIN,511
"MARLAND, WILLIAM CASEY",511
"BERENSON, B",511
"PROXMIRE, WM.",511
"MARKS, MILTON",511
"PUSEY, NATHAN M.",511
"BERARD, ARMAND",511
"Clark, Mark",511
"SMITH, HOMER O.",511
"DEVITA, RALPH",511
"VILLANI, RALPH",511
"HUGHES, HAROLD E.",511
"MOORE, M",511
"SUGARMAN, EUGENE L",511
"DONALDSON, JOHN W",511
"DUPUY, PIERRE",511
"ELLENDER, ALLEN JOSEPH",511
"KRESS, JOHN W.",511
"DAVIES, J CLARENCE JR.",511
"RODRIGUEZ ECHAVARRIA, RAFAEL RAMON",511
"VINAS ROMAN, VICTOR ERVIN",511
"LOUCHHEIM, KATHLEEN SCOFIELD",511
"LUTHULI, ALBERT JOHN",511
"GRAY, EDWARD C.",511
"GROSLIER, PHILIPPE-BERNARD",511
"HERBERT, ANTHONY B",511
"BIRNS, HAROLD A.",511
"BROCHADO DA ROCHA, FRANCISCO",511
"MISHUKOV, Y A, AND Y V ZAITSEV",511
"BRENTANO, HEINRICH VON",511
"Einaudi, Giulio",511
"HOLLAND, ARTHUR J.",511
G CAMPBELL,511
S WYSPIANSKI,511
"DURST, SEYMOUR B.",511
"NGUYEN NGOC THO, PREMIER",511
"MATSUMOTO, SHUNICHI",511
"MAGNUS, P",511
"WRIGHT, NATHAN JR.",511
"F G MORITT,",511
"BRUNER, JEROME S",511
VU NGOC NHA,511
"AURELIO, RICHARD R.",511
"LAPIN, RAYMOND H.",511
"SCHWEIKER, RICHARD S.",511
"Selznick, David O",511
"SHIINA, ETSUSABURO",511
"KERWIN, JOSEPH P",511
"TINSLEY, COY R",511
"DEMMERLE, GEORGE",511
"Chayes, Abram",511
"CATHERINE OF ALEXANDRIA, SAINT",511
"BLESSING, KARL",511
"WYDLER, JOHN W",511
"AHMED, HOCINE AIT-",511
"PAULING, LINUS CARL",511
"CISZEK, WALTER MARTIN",511
"Eccles, John Carew",511
"ELLIOTT, LLOYD H.",511
"BELAUNDE TERRY, FERNANDO",511
"Mortimer, John",511
"MEGONNELL, WILLIAM H.",511
"HIGDON, WILLIAM E",511
"MUELLER, GEORGE E",511
"WASHINGTON, THOMAS GEORGE",511
"HOLTON, ABNER LINWOOD JR.",511
"SONG YO CHAN, PREMIER",511
"CARISTO, VINCENT J.",511
"PARENTE, PIETRO",511
"GAITSKELL, HUGH TODD NAYLOR",511
"ABRAHAMSON, JAMES A.",511
"Braisted, John M Jr",511
"Lee, Howard",511
"THOMPSON, LLEWELLYN E.",511
"BRADLEE, BENJAMIN C.",511
"GAMBACCINI, LOUIS J",511
"IORGA, NICOLAE",511
"WYLIE, JANICE",511
"Burgess, Guy",511
"GRONOUSKI, JOHN A.",511
"MILLS, DONALD R",511
R E LEE,511
"LONGOBARDI, ALFRED C",511
"WILLBANKS, WILLIAM L",511
"MCQUILKIN, JOHN H.",511
"JOHNSON, ROBERT LEE",511
"JENNINGS, PAUL JOSEPH",511
"REEVES, AMBROSE",511
YANG SHANG-KUN,511
"BUTLER, PAUL MULHOLLAND",511
"Schechner, Richard",511
"PHELAN, THOMAS P.",511
"Somoza Debayle, Anastasio",511
